sheet,indicator_code,indicator_title,geo_name,geo_code,geo_parent,section,metric,year,value,geo_version
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2010,6.8,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2012,3.4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2013,2.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2014,1.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2015,0.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2016,0.8,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2020,0.47,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2021,0.23,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2022,0.82,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2023,0.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bà Rịa - Vũng Tàu,77,,Địa phương,rate_percent,2024,0.43,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2006,0.5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2008,0.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2010,0.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2012,0.05,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2013,0.02,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2014,0.01,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2015,0.01,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2020,0,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2021,0,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2022,0,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2023,0,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hồ Chí Minh,79,,Địa phương,rate_percent,2024,0,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2006,8.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2008,7.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2010,7.5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2012,6.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2013,6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2014,5.4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2015,5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2016,4.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2020,2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2021,1.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2022,2.29,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2023,1.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Long An,80,,Địa phương,rate_percent,2024,1.17,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2006,13.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2008,10.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2010,10.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2012,9,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2013,8.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2014,7.1,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2015,6.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2016,5.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2020,2.01,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2021,1.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2022,2.26,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2023,1.12,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Tiền Giang,82,,Địa phương,rate_percent,2024,0.72,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2006,16.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2008,14.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2010,15.4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2012,12.9,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2013,11.9,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2014,10.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2015,8.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2016,7.1,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2020,4.96,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2021,4.59,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2022,3.85,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2023,2.42,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Bến Tre,83,,Địa phương,rate_percent,2024,1.69,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2006,21.8,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2008,19,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2010,23.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2012,18.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2013,16.4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2014,13.9,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2015,12,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2016,10,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2020,7.4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2021,6.55,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2022,7.04,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2023,6.04,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Trà Vinh,84,,Địa phương,rate_percent,2024,4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2006,11,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2008,9.8,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2010,9.5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2012,8,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2013,7.4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2014,6.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2015,5.4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2016,4.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2020,5.07,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2021,4.56,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2022,3.55,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2023,2.57,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Vĩnh Long,86,,Địa phương,rate_percent,2024,1.83,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2006,12.1,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2008,10.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2010,14.4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2012,11.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2013,10.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2014,8.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2015,7.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2016,5.8,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2020,4.02,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2021,3.72,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2022,3.11,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2023,2.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Đồng Tháp,87,,Địa phương,rate_percent,2024,1.44,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2006,9.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2008,8.5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2010,9.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2012,7.1,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2013,6.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2014,5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2015,3.9,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2016,2.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2020,3.98,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2021,3.51,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2022,4.64,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2023,3.71,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",An Giang,89,,Địa phương,rate_percent,2024,2.53,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2006,10.8,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2008,9.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2010,9.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2012,6.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2013,5.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2014,4.5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2015,3.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2016,2.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2020,4.08,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2021,3.61,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2022,4.09,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2023,3.38,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Kiên Giang,91,,Địa phương,rate_percent,2024,2.24,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2006,7.5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2008,7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2010,7.2,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2012,5.9,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2013,5.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2014,4.5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2015,3.1,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2016,1.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2020,1.98,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2021,1.8,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2022,1.01,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2023,0.87,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Cần Thơ,92,,Địa phương,rate_percent,2024,0.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2006,15,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2008,13.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2010,17.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2012,15,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2013,14,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2014,12.4,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2015,9.9,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2016,7.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2020,5.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2021,5.24,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2022,5.3,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2023,3.88,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Hậu Giang,93,,Địa phương,rate_percent,2024,2.81,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2006,19.5,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2008,17.9,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2010,22.1,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2012,19,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2013,17.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2014,15.6,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2015,12,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2016,8.7,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2020,4.98,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2021,4.69,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2022,6.11,old_63
1.1,1.1,"Tỷ lệ hộ nghèo phân theo thành thị, nông thôn và theo vùng, địa phương",Sóc Trăng,94,,Địa phương,rate_percent,2023,4.95,old_63
